transaction_id,customer_id,transaction_date,amount,currency,country,transaction_type,merchant,counterparty_name,description,channel,transactions_count,avg_amount_customer,high_amount_flag,risk_level,description_lower,rule_high_amount,rule_high_risk_country,rule_suspicious_description,rule_amount_vs_avg,rule_many_transactions,risk_score,aml_risk_level,alert_flag,alert_reason
2193,982,2025-09-28 02:39:26.224208,5102.26,USD,Ukraine,withdrawal,Simpson Group,Marissa Dixon,City interesting there chair either join.,mobile,32,3767.2909375,0,high,city interesting there chair either join.,0,1,0,0,0,25,low,0,high risk country
2194,801,2025-09-29 02:17:26.224208,218.36,USD,Germany,withdrawal,Allen Ltd,Nathan Graham,Us push which.,online,22,7055.655,0,low,us push which.,0,0,0,0,0,0,low,0,
2195,518,2026-01-25 17:10:26.224208,2115.96,USD,Kazakhstan,payment,Nelson-Kennedy,Kristy Rodriguez,Machine her plan reflect husband pretty.,online,40,2052.85375,0,high,machine her plan reflect husband pretty.,0,1,0,0,0,25,low,0,high risk country
2196,491,2025-12-03 16:57:26.224208,437.69,USD,Kazakhstan,payment,"Carter, Brown and George",Laura Berry,Another house expect clearly him gas.,branch,25,4329.7088,0,high,another house expect clearly him gas.,0,1,0,0,0,25,low,0,high risk country
2197,853,2026-01-10 13:23:26.224208,1780.7,USD,Turkey,payment,Cantrell and Sons,Amanda Matthews,Try member white.,mobile,37,4060.7924324324326,0,medium,try member white.,0,0,0,0,0,0,low,0,
2198,427,2026-03-18 13:49:26.224208,679.89,USD,Germany,withdrawal,Wilkinson Inc,Reginald Leonard,Simple together last simply easy.,mobile,33,5386.211515151515,0,low,simple together last simply easy.,0,0,0,0,0,0,low,0,
2199,853,2025-12-11 01:56:26.224208,674.35,USD,Kazakhstan,transfer,Blair-Wheeler,Mr. Tanner Cole,Son much quickly enter.,online,37,4060.7924324324326,0,high,son much quickly enter.,0,1,0,0,0,25,low,0,high risk country
2200,203,2026-01-12 09:43:26.224208,3279.5,USD,Czech Republic,payment,Jackson-Morris,Amanda Anderson,Reflect second under we case some. cash out,mobile,30,4854.122,0,medium,reflect second under we case some. cash out,0,0,1,0,0,20,low,0,suspicious description
2201,406,2026-01-08 05:21:26.224208,1008.99,USD,Czech Republic,withdrawal,Mccormick-Mcdonald,Jessica Rodriguez,Husband reach outside speak hope world.,mobile,33,3471.165151515152,0,medium,husband reach outside speak hope world.,0,0,0,0,0,0,low,0,
2202,540,2026-03-11 03:41:26.224208,115.86,USD,UAE,payment,Wade-Bryant,Julia Johnson,Little politics themselves because.,branch,31,2104.403225806452,0,medium,little politics themselves because.,0,0,0,0,0,0,low,0,
2203,433,2026-01-12 02:58:26.224208,2744.9,USD,Czech Republic,transfer,Maldonado-Garcia,Amy Tanner,Network condition southern everyone small Congress.,mobile,27,2696.127037037037,0,medium,network condition southern everyone small congress.,0,0,0,0,0,0,low,0,
2204,920,2025-12-21 14:38:26.224208,774.34,USD,Belarus,withdrawal,Olsen-Santos,Michael Holmes,Trial sport program sing place final.,online,23,1647.892608695652,0,high,trial sport program sing place final.,0,1,0,0,0,25,low,0,high risk country
2205,593,2026-02-09 13:36:26.224208,357.61,USD,Ukraine,payment,"Woods, Burnett and Ross",Wanda James,Note mouth degree better.,mobile,40,2212.44625,0,high,note mouth degree better.,0,1,0,0,0,25,low,0,high risk country
2206,885,2026-01-10 20:33:26.224208,7747.73,USD,UAE,payment,"Martinez, Edwards and Hamilton",Nicole Gray,Image watch or.,online,31,4025.9606451612894,0,medium,image watch or.,0,0,0,0,0,0,low,0,
2207,536,2026-01-22 10:07:26.224208,831.27,USD,Poland,payment,Pace-Morgan,Matthew Townsend,Several kitchen then some since.,online,28,2135.3082142857143,0,low,several kitchen then some since.,0,0,0,0,0,0,low,0,
2208,503,2025-10-01 10:39:26.224208,1783.29,USD,Belarus,withdrawal,Price Inc,Craig Calhoun,Music lay others without. gift,online,22,1180.4727272727273,0,high,music lay others without. gift,0,1,1,0,0,45,medium,1,"high risk country, suspicious description"
2209,240,2025-10-07 10:42:26.224208,206.71,USD,Belarus,withdrawal,Jordan-Williams,Tyler Taylor,Security nature student.,mobile,23,2279.787826086957,0,high,security nature student.,0,1,0,0,0,25,low,0,high risk country
2210,662,2026-01-10 15:17:26.224208,691.41,USD,Germany,payment,Osborne-Jefferson,Caroline Lawson,Thing whose whatever.,branch,36,2415.3683333333333,0,low,thing whose whatever.,0,0,0,0,0,0,low,0,
2211,130,2025-09-24 07:46:26.224208,1712.97,USD,Turkey,payment,Sharp-Meyers,Dr. Savannah Curtis,Simple feeling each find south mouth.,mobile,26,2320.1503846153846,0,medium,simple feeling each find south mouth.,0,0,0,0,0,0,low,0,
2212,471,2025-09-27 18:23:26.224208,2166.04,USD,Turkey,withdrawal,Stevenson-James,Justin White,On sell detail nice catch land.,branch,33,3451.46606060606,0,medium,on sell detail nice catch land.,0,0,0,0,0,0,low,0,
2213,286,2026-01-30 16:28:26.224208,2188.9,USD,USA,payment,Rhodes Group,Cynthia Ortiz,Executive doctor song option remember year.,mobile,35,10054.887142857144,0,low,executive doctor song option remember year.,0,0,0,0,0,0,low,0,
2214,968,2026-01-12 23:37:26.224208,341.93,USD,Turkey,withdrawal,Krause Inc,Tracy Norris,Write top worry maybe project guy.,mobile,36,3069.8180555555555,0,medium,write top worry maybe project guy.,0,0,0,0,0,0,low,0,
2215,813,2026-01-19 06:57:26.224208,159.32,USD,Lithuania,transfer,Phillips PLC,Norma Baker,Guess ten especially television realize try.,branch,39,1861.1056410256408,0,medium,guess ten especially television realize try.,0,0,0,0,0,0,low,0,
2216,659,2025-11-20 03:17:26.224208,8704.32,USD,Germany,withdrawal,Hayes-Guzman,Sara Bates,Statement he long rate.,online,31,2676.7554838709675,0,low,statement he long rate.,0,0,0,1,0,15,low,0,amount above avg
2217,947,2025-12-21 11:07:26.224208,1214.74,USD,Kazakhstan,withdrawal,Kim LLC,Jessica Nelson,Prevent husband thus go game.,online,29,1352.1286206896552,0,high,prevent husband thus go game.,0,1,0,0,0,25,low,0,high risk country
2218,53,2025-12-14 14:49:26.224208,3215.09,USD,Lithuania,payment,Jackson-Lopez,Annette Gonzalez,Great firm whatever democratic.,branch,23,1839.0417391304347,0,medium,great firm whatever democratic.,0,0,0,0,0,0,low,0,
2219,287,2026-03-12 14:29:26.224208,2586.18,USD,Lithuania,transfer,Morgan LLC,Caitlin Cooper,Factor choose worker movie.,branch,39,2791.960769230769,0,medium,factor choose worker movie.,0,0,0,0,0,0,low,0,
2220,962,2025-09-26 13:20:26.224208,269.48,USD,Czech Republic,withdrawal,Harris PLC,Traci Sanchez,Between these south consider put.,online,27,2468.9333333333334,0,medium,between these south consider put.,0,0,0,0,0,0,low,0,
2221,547,2025-11-13 21:51:26.224208,912.13,USD,Germany,transfer,Santana Inc,Brian Martin,Just present high popular easy. crypto,mobile,32,4722.7171875,0,low,just present high popular easy. crypto,0,0,1,0,0,20,low,0,suspicious description
2222,82,2026-03-21 10:34:26.224208,334.1,USD,Poland,transfer,"Sutton, Delgado and Taylor",Martin Perez,Camera them decide senior strategy.,mobile,34,2353.378235294117,0,low,camera them decide senior strategy.,0,0,0,0,0,0,low,0,
2223,433,2026-02-18 04:03:26.224208,766.86,USD,Belarus,transfer,"Nelson, Garcia and Clayton",Tiffany Curtis,Leave power budget worker.,online,27,2696.127037037037,0,high,leave power budget worker.,0,1,0,0,0,25,low,0,high risk country
2224,236,2026-01-31 13:17:26.224208,3902.89,USD,USA,transfer,Cooper Group,Nicole Cooper,Foreign fear bring boy.,branch,32,1996.274375,0,low,foreign fear bring boy.,0,0,0,0,0,0,low,0,
2225,163,2026-01-03 10:56:26.224208,14197.68,USD,Belarus,payment,Johnson Inc,Maria Garner,Conference produce ready result Congress.,branch,29,2842.9858620689656,1,high,conference produce ready result congress.,1,1,0,1,0,70,high,1,"high amount, high risk country, amount above avg"
2226,404,2025-12-20 08:42:26.224208,4574.08,USD,UAE,withdrawal,Newman-Clark,Melissa Price,Unit single themselves state group.,online,25,4511.4016,0,medium,unit single themselves state group.,0,0,0,0,0,0,low,0,
2227,862,2026-03-10 14:55:26.224208,780.31,USD,Czech Republic,withdrawal,James-Cook,Jennifer Carson,Institution recognize sometimes indeed score.,mobile,34,4591.314705882353,0,medium,institution recognize sometimes indeed score.,0,0,0,0,0,0,low,0,
2228,676,2025-11-03 02:06:26.224208,305.9,USD,Lithuania,transfer,Jackson Inc,Nathan Barker,Ball bill low.,mobile,31,2775.440967741936,0,medium,ball bill low.,0,0,0,0,0,0,low,0,
2229,984,2025-11-19 22:27:26.224208,1561.45,USD,Belarus,transfer,"Harvey, Cox and Lewis",Kristen Warren,Company field someone.,branch,30,2460.0366666666664,0,high,company field someone.,0,1,0,0,0,25,low,0,high risk country
2230,86,2025-12-24 13:28:26.224208,2104.63,USD,Germany,payment,Davenport-Richardson,Brent Nash,Memory almost cultural center range.,mobile,31,2324.9625806451613,0,low,memory almost cultural center range.,0,0,0,0,0,0,low,0,
2231,550,2026-03-14 21:21:26.224208,5519.18,USD,Russia,payment,Austin LLC,Debbie King,Build particular sell fear rock section.,branch,37,4341.211081081081,0,high,build particular sell fear rock section.,0,1,0,0,0,25,low,0,high risk country
2232,999,2025-12-20 15:42:26.224208,4119.44,USD,Belarus,transfer,Joseph Inc,Jessica Barton,Quite consider understand operation state.,branch,27,3362.5396296296294,0,high,quite consider understand operation state.,0,1,0,0,0,25,low,0,high risk country
2233,577,2026-01-30 18:57:26.224208,1804.67,USD,Czech Republic,payment,Mays and Sons,Jacob Macias,Participant many throw speech.,branch,31,5340.251290322581,0,medium,participant many throw speech.,0,0,0,0,0,0,low,0,
2234,66,2026-01-15 01:52:26.224208,2459.6,USD,Turkey,withdrawal,Blanchard-Campos,Austin Patel,From report left.,online,26,1916.4353846153847,0,medium,from report left.,0,0,0,0,0,0,low,0,
2235,886,2025-12-28 21:20:26.224208,3260.76,USD,Kazakhstan,payment,Allison-Williams,Mr. Andrew Hernandez,Large condition third hospital smile.,mobile,34,4672.935,0,high,large condition third hospital smile.,0,1,0,0,0,25,low,0,high risk country
2236,529,2025-11-02 04:17:26.224208,2776.91,USD,Germany,transfer,Miller and Sons,Melissa Taylor,Let line civil part room bag.,online,26,2557.7465384615384,0,low,let line civil part room bag.,0,0,0,0,0,0,low,0,
2237,943,2025-11-28 12:07:26.224208,4219.18,USD,Belarus,withdrawal,"Hanna, Taylor and Stone",Kevin Garcia,He agree everybody mind.,branch,32,3332.228125,0,high,he agree everybody mind.,0,1,0,0,0,25,low,0,high risk country
2238,567,2026-03-08 23:31:26.224208,1449.4,USD,Ukraine,transfer,"Boone, Smith and Harris",Edward Brown,Business party protect girl respond.,online,24,2361.249583333333,0,high,business party protect girl respond.,0,1,0,0,0,25,low,0,high risk country
2239,429,2026-02-09 03:18:26.224208,1080.71,USD,Belarus,payment,"Holland, Sherman and Krueger",Jennifer Weaver,Authority field subject apply recent.,mobile,32,1739.254375,0,high,authority field subject apply recent.,0,1,0,0,0,25,low,0,high risk country
2240,360,2026-02-15 14:25:26.224208,6033.18,USD,Kazakhstan,transfer,Tate Ltd,Lynn Franklin,Natural middle reality notice according.,online,34,3531.592058823529,0,high,natural middle reality notice according.,0,1,0,0,0,25,low,0,high risk country
2241,445,2025-12-09 04:53:26.224208,1920.49,USD,Germany,withdrawal,Hicks-Robinson,Christine Bass,Education southern situation way despite that.,branch,32,5838.883124999999,0,low,education southern situation way despite that.,0,0,0,0,0,0,low,0,
2242,656,2025-12-11 07:43:26.224208,1035.48,USD,Kazakhstan,withdrawal,Orr Group,David Fox,Must nature population collection nor go.,mobile,25,1644.8528,0,high,must nature population collection nor go.,0,1,0,0,0,25,low,0,high risk country
2243,612,2026-03-02 15:35:26.224208,1818.36,USD,Kazakhstan,payment,Lara-Walters,Courtney Garcia,Than side instead hope.,branch,41,2312.5643902439024,0,high,than side instead hope.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
2244,687,2025-10-03 16:55:26.224208,424.5,USD,Belarus,transfer,Walsh-Simpson,Mackenzie Taylor,Kind dinner help.,mobile,28,1934.173571428572,0,high,kind dinner help.,0,1,0,0,0,25,low,0,high risk country
2245,955,2026-02-09 19:50:26.224208,1378.01,USD,USA,payment,Lee-Olson,Jessica Webb,Enter left simply both well word. gift,branch,31,2840.1580645161293,0,low,enter left simply both well word. gift,0,0,1,0,0,20,low,0,suspicious description
2246,68,2025-11-06 06:10:26.224208,1507.84,USD,Germany,transfer,Davis-Jackson,Nicholas Bradley,White interview mind science religious.,branch,22,2760.981363636364,0,low,white interview mind science religious.,0,0,0,0,0,0,low,0,
2247,956,2025-10-05 10:29:26.224208,121.56,USD,Germany,payment,Hall-Briggs,Kelly Simmons,Cup table relate.,online,36,7681.7219444444445,0,low,cup table relate.,0,0,0,0,0,0,low,0,
2248,750,2026-02-05 00:57:26.224208,6699.9,USD,UAE,withdrawal,Hunter-Barnes,Sean Hall,Forward attack develop risk travel investment. Ð¾Ð±Ð¼ÐµÐ½,online,35,1729.0617142857143,0,medium,forward attack develop risk travel investment. ð¾ð±ð¼ðµð½,0,0,0,1,0,15,low,0,amount above avg
2249,88,2025-10-22 00:41:26.224208,1687.13,USD,USA,withdrawal,Luna-Jones,Linda Simmons,Nearly program shoulder.,branch,32,3719.84,0,low,nearly program shoulder.,0,0,0,0,0,0,low,0,
2250,729,2026-02-02 10:06:26.224208,39959.99,USD,Ukraine,payment,Richardson-Meza,Amy Williams,Girl own bank.,online,35,3369.3005714285714,1,high,girl own bank.,1,1,0,1,0,70,high,1,"high amount, high risk country, amount above avg"
2251,25,2026-01-09 19:14:26.224208,2020.35,USD,Ukraine,payment,Lloyd Group,Bianca Green,Name minute raise smile compare quickly.,mobile,29,2315.640344827586,0,high,name minute raise smile compare quickly.,0,1,0,0,0,25,low,0,high risk country
2252,727,2025-10-28 07:52:26.224208,2759.23,USD,Poland,transfer,"Ortiz, Jimenez and Frank",James Gates,Nothing this such consider.,mobile,32,3618.675,0,low,nothing this such consider.,0,0,0,0,0,0,low,0,
2253,41,2025-12-28 20:35:26.224208,441.0,USD,Russia,payment,"Jones, Simon and Mccarty",Amy Harding,Prove billion end only teach.,branch,28,2540.5717857142854,0,high,prove billion end only teach.,0,1,0,0,0,25,low,0,high risk country
2254,730,2026-02-09 12:39:26.224208,1018.01,USD,USA,payment,"Allen, Houston and Thomas",Crystal Martinez,City movement instead.,online,25,1933.3968,0,low,city movement instead.,0,0,0,0,0,0,low,0,
2255,54,2025-10-28 19:53:26.224208,3291.08,USD,UK,payment,"Monroe, Thomas and Ray",John Taylor,Edge cell east forward prevent.,online,38,2708.055,0,low,edge cell east forward prevent.,0,0,0,0,0,0,low,0,
2256,842,2025-11-26 06:37:26.224208,30.02,USD,Germany,payment,Hamilton-Hooper,Christine Cline,Medical above war reduce.,branch,25,1766.9828,0,low,medical above war reduce.,0,0,0,0,0,0,low,0,
2257,402,2025-11-10 13:00:26.224208,4093.62,USD,USA,transfer,Young Inc,Laura James,Perhaps statement price owner find.,branch,37,2687.810540540541,0,low,perhaps statement price owner find.,0,0,0,0,0,0,low,0,
2258,14,2026-02-21 01:16:26.224208,2112.36,USD,Belarus,transfer,"Hicks, Morris and Herrera",Robert Johnson,Space impact hour heart.,online,29,3638.967931034483,0,high,space impact hour heart.,0,1,0,0,0,25,low,0,high risk country
2259,786,2026-02-22 16:14:26.224208,541.54,USD,Belarus,transfer,"Cunningham, Cox and Hanna",Amanda Allen,Receive thus everyone piece employee collection.,online,25,3199.0832,0,high,receive thus everyone piece employee collection.,0,1,0,0,0,25,low,0,high risk country
2260,714,2025-11-09 13:40:26.224208,377.83,USD,Czech Republic,payment,Hughes-Diaz,Joshua Rodriguez,Serious claim mind.,branch,26,8325.163461538461,0,medium,serious claim mind.,0,0,0,0,0,0,low,0,
2261,78,2026-01-06 11:23:26.224208,4540.25,USD,Turkey,transfer,Rowland-Daniels,Lance Gordon,Establish sure add tend.,mobile,30,4345.991333333333,0,medium,establish sure add tend.,0,0,0,0,0,0,low,0,
2262,790,2026-03-15 12:28:26.224208,2026.91,USD,Poland,withdrawal,Flores Inc,Stephen Kline,Him lose kid process stop simple.,branch,28,4010.464285714286,0,low,him lose kid process stop simple.,0,0,0,0,0,0,low,0,
2263,426,2026-03-15 17:42:26.224208,575.08,USD,Czech Republic,withdrawal,"Cline, Wheeler and Davis",Adam Sandoval,Without should media.,branch,36,2504.0383333333334,0,medium,without should media.,0,0,0,0,0,0,low,0,
2264,77,2026-01-10 00:21:26.224208,16627.41,USD,Germany,payment,Nelson-Stark,David Jones,After information present admit church remember.,online,27,2932.4551851851847,1,low,after information present admit church remember.,1,0,0,1,0,45,medium,1,"high amount, amount above avg"
2265,717,2026-02-25 03:30:26.224208,1073.43,USD,Germany,withdrawal,Buck-Orr,Jason Parker,Heart nothing small factor few focus.,online,30,2105.8686666666667,0,low,heart nothing small factor few focus.,0,0,0,0,0,0,low,0,
2266,554,2026-03-08 09:54:26.224208,4714.2,USD,USA,withdrawal,"Cuevas, Schroeder and Munoz",Nicholas Vazquez,It the notice do day sea.,mobile,25,3283.0848,0,low,it the notice do day sea.,0,0,0,0,0,0,low,0,
2267,135,2026-01-24 07:23:26.224208,293.09,USD,Ukraine,transfer,"Adkins, Ortega and Gardner",Tamara Moore,To produce myself.,online,34,1862.593823529412,0,high,to produce myself.,0,1,0,0,0,25,low,0,high risk country
2268,955,2026-02-16 06:47:26.224208,7838.76,USD,Poland,withdrawal,Carr-Underwood,Michelle Davis,Young may bit health special.,branch,31,2840.1580645161293,0,low,young may bit health special.,0,0,0,0,0,0,low,0,
2269,930,2025-12-02 04:19:26.224208,2893.04,USD,Czech Republic,payment,"Wallace, Williams and Thomas",Shane Jackson,Information political call early much explain.,online,26,2014.4530769230769,0,medium,information political call early much explain.,0,0,0,0,0,0,low,0,
2270,636,2025-11-10 13:36:26.224208,1419.18,USD,Turkey,transfer,Gray-Evans,Tina Adkins,Health anything test.,mobile,24,5811.947083333333,0,medium,health anything test.,0,0,0,0,0,0,low,0,
2271,911,2025-12-23 15:37:26.224208,4516.39,USD,Germany,withdrawal,Tran-Murphy,Mary Kelly,Table company them word specific.,mobile,52,2519.5267307692307,0,low,table company them word specific.,0,0,0,0,1,10,low,0,many transactions
2272,768,2026-01-05 05:35:26.224208,3873.36,USD,USA,transfer,Curtis-Mccullough,Samantha Hays,Phone car poor data.,online,32,4439.4684375,0,low,phone car poor data.,0,0,0,0,0,0,low,0,
2273,801,2026-01-10 20:21:26.224208,1007.09,USD,Kazakhstan,payment,Oneal-Barrera,Sarah Graham,No indicate operation.,online,22,7055.655,0,high,no indicate operation.,0,1,0,0,0,25,low,0,high risk country
2274,151,2025-12-31 16:19:26.224208,3881.64,USD,UK,transfer,Mcconnell-Wilson,Brian Romero,Benefit available meeting morning.,online,54,3760.795555555556,0,low,benefit available meeting morning.,0,0,0,0,1,10,low,0,many transactions
2275,815,2026-03-19 15:32:26.224208,2280.39,USD,Russia,withdrawal,Burke-Dyer,Justin Kramer,Assume reduce store they.,online,26,7426.649230769231,0,high,assume reduce store they.,0,1,0,0,0,25,low,0,high risk country
2276,668,2026-03-20 06:52:26.224208,7986.74,USD,Lithuania,payment,Davis PLC,Christopher Weaver Jr.,Sell street hotel small program management.,branch,47,3073.617021276596,0,medium,sell street hotel small program management.,0,0,0,0,1,10,low,0,many transactions
2277,296,2025-10-29 05:52:26.224208,13.59,USD,Belarus,transfer,Cannon PLC,Michelle Fitzgerald,Particularly born doctor such opportunity cold.,branch,28,2860.4907142857146,0,high,particularly born doctor such opportunity cold.,0,1,0,0,0,25,low,0,high risk country
2278,376,2026-03-05 22:03:26.224208,876.26,USD,Czech Republic,withdrawal,Dominguez Group,William Lynn,Discuss give word reveal ability.,mobile,31,3358.7748387096776,0,medium,discuss give word reveal ability.,0,0,0,0,0,0,low,0,
2279,342,2025-10-06 05:44:26.224208,389.23,USD,Kazakhstan,withdrawal,Blair and Sons,Lori Jones,Something last thousand.,online,31,2445.161935483872,0,high,something last thousand.,0,1,0,0,0,25,low,0,high risk country
2280,67,2025-11-22 01:59:26.224208,446.61,USD,Czech Republic,transfer,Beck-Bishop,Jennifer Morales,Authority hit your look.,mobile,29,2072.9500000000003,0,medium,authority hit your look.,0,0,0,0,0,0,low,0,
2281,193,2026-02-05 13:14:26.224208,128.07,USD,Ukraine,payment,Riggs-Smith,Jeff Kennedy,Environment send assume.,mobile,34,2380.623235294118,0,high,environment send assume.,0,1,0,0,0,25,low,0,high risk country
2282,555,2026-01-19 00:41:26.224208,3116.46,USD,UAE,transfer,Deleon PLC,Pamela Gonzalez,Nearly gun production no house account.,online,27,2129.276296296296,0,medium,nearly gun production no house account.,0,0,0,0,0,0,low,0,
2283,453,2025-12-13 15:09:26.224208,170.13,USD,Lithuania,transfer,Smith-Briggs,Joel Owens,Deep car air which area think.,mobile,35,2280.192857142857,0,medium,deep car air which area think.,0,0,0,0,0,0,low,0,
2284,751,2026-02-17 16:50:26.224208,3578.67,USD,USA,payment,Peterson and Sons,Jermaine Ramos,Power his represent according book no.,branch,29,3072.3141379310346,0,low,power his represent according book no.,0,0,0,0,0,0,low,0,
2285,527,2026-02-03 05:25:26.224208,7971.2,USD,Turkey,transfer,"Lynch, Shaffer and Morales",Michael Gonzalez,Create student she day.,online,49,4043.885714285714,0,medium,create student she day.,0,0,0,0,1,10,low,0,many transactions
2286,629,2025-11-09 17:41:26.224208,2203.07,USD,Kazakhstan,transfer,Butler and Sons,Kristen Marshall,Laugh writer deal third speech push.,mobile,35,3325.401714285714,0,high,laugh writer deal third speech push.,0,1,0,0,0,25,low,0,high risk country
2287,742,2026-01-04 10:59:26.224208,1910.49,USD,Turkey,payment,Parsons-Wall,Michael Conway,Garden cost remain trip senior professional.,online,28,2683.8185714285714,0,medium,garden cost remain trip senior professional.,0,0,0,0,0,0,low,0,
2288,4,2026-01-21 09:44:26.224208,3966.15,USD,Poland,payment,Rodriguez Inc,Christine Holloway,In single set blue.,online,34,2397.7561764705883,0,low,in single set blue.,0,0,0,0,0,0,low,0,
2289,418,2025-10-14 18:58:26.224208,2391.6,USD,Ukraine,payment,"Hernandez, Gray and Petersen",Dr. Kevin Mason,Seven send news already.,branch,25,4548.2332,0,high,seven send news already.,0,1,0,0,0,25,low,0,high risk country
2290,230,2025-12-19 10:03:26.224208,31724.87,USD,Lithuania,withdrawal,"Harrington, Cuevas and Kaiser",Kathryn Pennington,Off gas others enough shake administration if.,branch,25,3017.0072000000005,1,medium,off gas others enough shake administration if.,1,0,0,1,0,45,medium,1,"high amount, amount above avg"
2291,412,2026-01-08 23:25:26.224208,1396.9,USD,UK,transfer,Wood Group,Robert Wallace,Land no house individual lay send.,online,34,2749.687647058824,0,low,land no house individual lay send.,0,0,0,0,0,0,low,0,
2292,394,2026-01-31 08:30:26.224208,1945.36,USD,UK,withdrawal,"Peters, Patterson and Fritz",Alexander Navarro,Science black relate century instead trip.,online,24,2152.994166666667,0,low,science black relate century instead trip.,0,0,0,0,0,0,low,0,
2293,194,2025-11-28 14:32:26.224208,2370.64,USD,Czech Republic,transfer,Strickland-Johnson,Melissa Brown,These nature record prevent spring.,mobile,35,2354.0302857142856,0,medium,these nature record prevent spring.,0,0,0,0,0,0,low,0,
2294,775,2026-01-23 01:58:26.224208,1429.99,USD,UK,transfer,Smith-Harris,Michael Hobbs,Let be company resource participant mother. Ð¾Ð±Ð½Ð°Ð»,branch,29,2279.7796551724136,0,low,let be company resource participant mother. ð¾ð±ð½ð°ð»,0,0,0,0,0,0,low,0,
2295,42,2026-02-01 08:53:26.224208,1345.19,USD,USA,withdrawal,"Cowan, Smith and Moran",Charles Williams,Determine reason person seek full arm.,branch,29,1847.88551724138,0,low,determine reason person seek full arm.,0,0,0,0,0,0,low,0,
2296,1000,2026-02-06 08:00:26.224208,393.4,USD,Turkey,transfer,Johnson Inc,Randy Novak,Organization body series the.,online,27,2958.3166666666666,0,medium,organization body series the.,0,0,0,0,0,0,low,0,
2297,221,2025-10-09 09:35:26.224208,1431.89,USD,Lithuania,transfer,Davis Group,Timothy Gibson,People professional there likely together upon.,mobile,30,1807.4526666666663,0,medium,people professional there likely together upon.,0,0,0,0,0,0,low,0,
2298,75,2026-02-07 20:31:26.224208,1031.76,USD,Lithuania,transfer,"Gonzales, Martinez and Reed",Jordan Byrd,New nature give.,mobile,46,3598.100217391305,0,medium,new nature give.,0,0,0,0,1,10,low,0,many transactions
2299,314,2026-03-19 04:49:26.224208,74659.08,USD,UAE,withdrawal,George-Davis,Ryan Lewis,Possible get specific reality.,mobile,19,9563.077894736844,1,medium,possible get specific reality.,1,0,0,1,0,45,medium,1,"high amount, amount above avg"
2300,698,2026-01-13 21:50:26.224208,457.91,USD,Turkey,withdrawal,Wilson Ltd,Brandy Lee,Wear I car paper rather.,mobile,33,2852.388787878788,0,medium,wear i car paper rather.,0,0,0,0,0,0,low,0,
2301,612,2026-02-16 14:00:26.224208,1850.53,USD,Czech Republic,withdrawal,Steele-Warren,Hannah Rose,Seat piece teacher.,mobile,41,2312.5643902439024,0,medium,seat piece teacher.,0,0,0,0,1,10,low,0,many transactions
2302,263,2025-12-08 16:58:26.224208,1453.72,USD,USA,transfer,Houston-George,Amanda Reyes,Why attorney ok.,online,25,2876.8180000000007,0,low,why attorney ok.,0,0,0,0,0,0,low,0,
2303,736,2026-01-14 04:25:26.224208,1577.54,USD,Russia,payment,Burke Inc,Jason Farrell,Entire often six. ÐºÑÐ¸Ð¿ÑÐ°,branch,27,1630.0603703703705,0,high,entire often six. ðºñð¸ð¿ñð°,0,1,0,0,0,25,low,0,high risk country
2304,109,2026-01-25 15:26:26.224208,3305.77,USD,Turkey,transfer,Mcconnell Inc,Kaylee Brown,Must quite positive offer.,branch,42,4182.144285714286,0,medium,must quite positive offer.,0,0,0,0,1,10,low,0,many transactions
2305,605,2025-10-22 07:06:26.224208,3878.37,USD,UAE,payment,Foley-Miller,Jerry Miller,Hope begin condition.,online,41,4731.862926829268,0,medium,hope begin condition.,0,0,0,0,1,10,low,0,many transactions
2306,442,2025-10-29 06:42:26.224208,30395.15,USD,Ukraine,payment,"Barber, Mitchell and Long",Samuel Diaz,Economy very key black listen.,mobile,27,3011.1248148148147,1,high,economy very key black listen.,1,1,0,1,0,70,high,1,"high amount, high risk country, amount above avg"
2307,722,2025-11-24 08:12:26.224208,1882.56,USD,USA,transfer,"Williams, Bowman and Thompson",Victoria Brown,Newspaper drug Republican generation project sell.,branch,29,9464.85448275862,0,low,newspaper drug republican generation project sell.,0,0,0,0,0,0,low,0,
2308,149,2026-01-17 13:07:26.224208,3485.86,USD,Lithuania,transfer,Nguyen-Clark,Bethany Davis,Prove few feeling itself.,online,37,3086.8924324324325,0,medium,prove few feeling itself.,0,0,0,0,0,0,low,0,
2309,546,2026-01-05 11:22:26.224208,5280.55,USD,UAE,withdrawal,Roberts Group,Dustin Ramos,Service they certain thank to final.,branch,34,1572.030588235294,0,medium,service they certain thank to final.,0,0,0,1,0,15,low,0,amount above avg
2310,469,2025-12-10 03:32:26.224208,4819.46,USD,Ukraine,withdrawal,"Flores, Solis and Robbins",Stephen Mitchell,Billion the ago past.,branch,28,1770.126785714286,0,high,billion the ago past.,0,1,0,0,0,25,low,0,high risk country
2311,225,2026-01-05 08:27:26.224208,1585.62,USD,Czech Republic,payment,Reed Inc,Jessica Wilson,Which including glass.,branch,32,4665.939375,0,medium,which including glass.,0,0,0,0,0,0,low,0,
2312,578,2026-01-02 19:52:26.224208,1852.53,USD,UK,payment,Vasquez Ltd,Brian Brady,Start fine likely positive.,branch,42,2040.618333333333,0,low,start fine likely positive.,0,0,0,0,1,10,low,0,many transactions
