transaction_id,customer_id,transaction_date,amount,currency,country,transaction_type,merchant,counterparty_name,description,channel,transactions_count,avg_amount_customer,high_amount_flag
1587,357,2026-03-16 01:29:26.224208,3080.96,USD,Germany,withdrawal,Williams and Sons,Lauren Richards,Which perform stock meeting.,online,23,2800.5765217391304,0
1588,433,2026-02-05 06:29:26.224208,3452.07,USD,Russia,transfer,"Dorsey, Freeman and Greene",Patricia Fisher,Catch walk one effort own.,mobile,27,2696.127037037037,0
1589,356,2026-02-27 15:44:26.224208,996.84,USD,Germany,transfer,Meyer-Pham,Cheyenne Vasquez,Certainly these test although.,online,48,2316.454166666667,0
1590,23,2026-03-01 23:56:26.224208,1761.93,USD,USA,payment,Gonzalez and Sons,Cynthia Thompson,Trade else protect finish measure build.,online,34,2617.015882352941,0
1591,567,2025-09-25 19:24:26.224208,6185.79,USD,UK,payment,Sullivan Group,Chad Richardson,Trade step alone.,online,24,2361.2495833333332,0
1592,922,2026-01-09 21:23:26.224208,1777.52,USD,USA,payment,Camacho Ltd,Anna Wagner,Degree accept land carry.,online,26,2177.098461538462,0
1593,335,2026-02-23 14:26:26.224208,1679.97,USD,USA,transfer,Lara PLC,William Barnes,Purpose thus material color market hospital.,online,27,3457.7985185185184,0
1594,918,2026-01-23 05:37:26.224208,257.12,USD,Czech Republic,transfer,Robles LLC,Deborah Sanchez,Onto different image toward explain.,mobile,32,3680.58375,0
1595,924,2026-02-03 13:09:26.224208,4650.44,USD,Poland,payment,Long-Thompson,Ms. Christine Bryant,Method goal growth wall.,branch,32,2429.955,0
1596,576,2025-12-14 23:17:26.224208,33.98,USD,Germany,withdrawal,Mitchell LLC,Brianna Welch,Late safe onto.,online,27,3301.2014814814816,0
1597,217,2025-09-28 05:53:26.224208,2059.41,USD,USA,withdrawal,"Wilson, Lewis and Carey",Charles Crawford,Cultural attorney customer effort.,branch,38,2104.1555263157898,0
1598,681,2025-11-03 20:28:26.224208,228.58,USD,UK,withdrawal,"Simmons, Spencer and Gilmore",Lori Henson,Including hit eat whole street.,mobile,39,2138.601794871795,0
1599,893,2026-03-13 08:21:26.224208,312.21,USD,Lithuania,transfer,"Moore, Kim and Mcguire",Janet Parker,Friend consumer amount street similar.,online,28,3694.2939285714283,0
1600,720,2026-03-20 08:30:26.224208,4142.36,USD,UAE,withdrawal,Cruz-Rodriguez,Kim Thomas,Visit several weight debate culture.,online,31,6569.3025806451615,0
1601,200,2025-09-29 22:18:26.224208,5210.86,USD,Kazakhstan,withdrawal,Edwards Ltd,Michael Herman,Republican contain site spend safe.,branch,37,3131.031081081081,0
1602,423,2026-03-08 21:16:26.224208,2113.01,USD,USA,payment,Thomas Group,Lindsey Forbes,Cut thing clearly south late manage.,branch,31,4424.116451612903,0
1603,881,2026-01-12 18:22:26.224208,2343.57,USD,Russia,payment,Stone Ltd,Holly Long,Job bed expect politics card.,mobile,31,2538.4032258064517,0
1604,202,2026-01-29 19:31:26.224208,2633.7,USD,UAE,withdrawal,Fox PLC,Darrell Hansen,Authority during certain make parent.,mobile,31,1394.1538709677418,0
1605,687,2026-03-15 00:56:26.224208,1733.01,USD,Poland,withdrawal,"Harrison, Frederick and Fleming",Mr. Sean Johnson,Better live population white class girl.,mobile,28,1934.1735714285714,0
1606,260,2026-02-17 16:30:26.224208,3223.7,USD,Kazakhstan,withdrawal,Wagner Ltd,Lori Campbell,Field mission bring.,branch,27,3526.965185185185,0
1607,780,2025-12-16 15:10:26.224208,3691.33,USD,Poland,payment,"Hughes, Young and Mann",Amanda Murray,Share admit explain shake listen speech.,mobile,38,3645.3534210526313,0
1608,902,2026-03-18 10:22:26.224208,20124.18,USD,Turkey,withdrawal,"Parker, Patterson and Taylor",Emily Johnson,West guess financial well ground.,online,18,2459.4477777777774,1
1609,771,2025-10-28 00:08:26.224208,1738.97,USD,Czech Republic,withdrawal,Wilcox Inc,Benjamin Hartman,Type ask challenge lawyer poor. consulting,online,33,2465.5478787878787,0
1610,749,2026-03-03 07:05:26.224208,3326.62,USD,Russia,transfer,Hammond Group,James Oconnor,On a you might million field.,mobile,23,2595.0378260869566,0
1611,311,2025-10-30 22:36:26.224208,1170.08,USD,Czech Republic,transfer,"Smith, Chandler and Simon",Patricia Rodriguez,Room position certain away necessary guy.,branch,33,2000.7827272727272,0
1612,576,2025-12-01 08:41:26.224208,1416.23,USD,Czech Republic,withdrawal,Chambers Inc,Andrea Gonzalez,Into miss physical third minute.,online,27,3301.2014814814816,0
1613,312,2026-03-18 11:55:26.224208,1469.11,USD,USA,withdrawal,"Salazar, Walker and Boyd",Sara White,Time protect still something seat wish.,online,42,3476.616428571429,0
1614,835,2025-11-01 06:31:26.224208,1023.0,USD,Germany,payment,Skinner Ltd,Amy Davis,Skin letter top kid tax daughter.,online,24,1697.68875,0
1615,13,2025-11-18 00:25:26.224208,606.85,USD,Poland,withdrawal,Richard-Keller,Jamie Lawrence,Per budget I who in never.,mobile,34,7021.7314705882345,0
1616,518,2026-02-07 02:54:26.224208,7579.8,USD,Turkey,transfer,Smith-Carpenter,Alicia Sanchez,Ahead trouble in. loan return,mobile,40,2052.8537499999998,0
1617,643,2025-11-02 16:49:26.224208,1036.93,USD,Ukraine,withdrawal,Rangel-Brown,Melanie Edwards,Develop machine without.,branch,28,1841.2575,0
1618,21,2025-10-07 19:18:26.224208,6057.44,USD,UK,transfer,Ferguson LLC,John Love,School against floor movie key Mr. Ð¾Ð±Ð½Ð°Ð»,online,33,4896.53,0
1619,914,2026-03-20 07:49:26.224208,6892.2,USD,USA,transfer,Chandler Ltd,Adam Hensley,Visit second half here own.,mobile,26,2173.7457692307694,0
1620,495,2025-10-25 14:49:26.224208,3659.39,USD,Kazakhstan,withdrawal,Pope PLC,Benjamin Clark,Season feel market fast focus.,branch,28,3795.055,0
1621,203,2026-02-11 19:56:26.224208,1116.64,USD,Russia,withdrawal,"Wilson, Adams and Rodriguez",Debbie Reed,Write hand page space remain.,online,30,4854.122,0
1622,84,2026-02-08 17:52:26.224208,2413.68,USD,Ukraine,payment,Martinez-Cunningham,Kevin Boyd,Radio end sort safe. Ð¾Ð±Ð¼ÐµÐ½,online,31,4450.514838709677,0
1623,565,2025-12-13 05:29:26.224208,438.8,USD,USA,payment,Galvan-Jennings,William Bradford MD,Thus control close.,mobile,44,3258.138863636364,0
1624,533,2025-09-27 13:45:26.224208,357.3,USD,Kazakhstan,withdrawal,"James, Parker and Mason",Amanda Aguilar,Democrat crime bill.,branch,21,2619.0319047619046,0
1625,387,2026-01-18 02:46:26.224208,2170.76,USD,Lithuania,transfer,"Watkins, Huang and Harper",Patrick Cabrera,Provide laugh camera discussion challenge.,mobile,36,3088.179444444444,0
1626,12,2025-11-08 21:53:26.224208,3497.49,USD,Kazakhstan,withdrawal,Smith-Soto,Kevin Gonzales,Between strong leave.,mobile,26,2360.2180769230768,0
1627,113,2026-01-09 03:45:26.224208,2039.41,USD,Czech Republic,payment,Oconnor-Larsen,Tami Stephens,Particularly company board.,mobile,34,4328.8614705882355,0
1628,749,2026-02-17 20:00:26.224208,1693.21,USD,Lithuania,transfer,Mccullough Ltd,Karen Williamson,Finish ready baby mind save.,online,23,2595.0378260869566,0
1629,576,2025-10-28 04:24:26.224208,5971.98,USD,UK,withdrawal,Dunn Group,Mark Small,Expert spend maybe idea.,online,27,3301.2014814814816,0
1630,484,2026-03-17 01:58:26.224208,1495.11,USD,UK,transfer,"Cortez, Carpenter and Reid",Ann Burnett,Will democratic successful.,branch,34,1655.004411764706,0
1631,187,2026-02-15 16:12:26.224208,1629.8,USD,Lithuania,withdrawal,"Peterson, Bell and Johnson",Ryan Rodriguez,Want herself best full culture let.,online,24,5794.524583333333,0
1632,285,2025-11-24 05:32:26.224208,2019.82,USD,Germany,withdrawal,"Adams, Monroe and Evans",Melissa Davis,Responsibility fall above he live.,branch,27,3983.074074074074,0
1633,12,2025-10-18 22:48:26.224208,903.07,USD,Germany,payment,Lynch-Jimenez,Tiffany Turner,Pressure machine there kitchen.,branch,26,2360.2180769230768,0
1634,826,2025-10-15 13:32:26.224208,2259.35,USD,Kazakhstan,payment,Jones-Davis,Mrs. Jessica Williams MD,Challenge relate personal goal late serious.,mobile,30,5951.336333333334,0
1635,18,2025-11-10 09:18:26.224208,684.22,USD,Lithuania,payment,"Martinez, Snyder and Gonzalez",Edward Horton,Sea avoid call.,online,30,3113.1573333333336,0
1636,888,2025-12-19 17:11:26.224208,218.92,USD,USA,payment,Guerrero Group,Rachel Sandoval,Economy type tend current.,mobile,30,2611.317666666667,0
1637,760,2026-01-10 07:22:26.224208,301.41,USD,Turkey,transfer,Ramirez-Johnson,Megan Mccoy,Exist theory wish. consulting,branch,24,2834.6283333333336,0
1638,869,2025-11-12 21:08:26.224208,427.62,USD,Kazakhstan,withdrawal,Vasquez Group,Tony Miller,Result everyone determine against political.,online,38,5016.541842105263,0
1639,372,2026-01-27 13:42:26.224208,1017.67,USD,Kazakhstan,withdrawal,"Phelps, Boone and Kirby",Dan Cantu,Travel husband common police for ago.,mobile,36,3067.6347222222225,0
1640,124,2025-09-29 10:02:26.224208,296.59,USD,Belarus,withdrawal,"Walker, Ellis and Johnson",Jennifer Molina,Staff method music second.,mobile,29,1866.5006896551727,0
1641,954,2025-11-27 04:35:26.224208,4996.67,USD,USA,payment,Baker Group,Crystal Espinoza,Beyond my leg safe.,branch,29,2485.3924137931035,0
1642,984,2026-01-28 13:44:26.224208,1685.84,USD,UAE,payment,Hayes-Guzman,Lori Mccall,Never party finish feel reduce mean.,mobile,30,2460.0366666666664,0
1643,246,2025-12-21 16:18:26.224208,1976.37,USD,Ukraine,payment,"Carson, Smith and Ochoa",William Eaton,School former cut what also.,branch,29,2217.7403448275863,0
1644,472,2026-02-22 17:33:26.224208,3842.43,USD,Poland,transfer,Herrera-Rhodes,Melanie Bishop,Remember land strategy experience.,mobile,32,2132.17125,0
1645,225,2026-02-14 03:22:26.224208,4494.65,USD,Turkey,transfer,Campos Ltd,Madison Smith,Top bit bad still book prevent picture. ÐºÑÐ¸Ð¿ÑÐ°,mobile,32,4665.939375,0
1646,882,2026-02-06 12:40:26.224208,1439.83,USD,Turkey,transfer,"Ryan, Yoder and Carter",Amanda Diaz,Simple eat once push.,mobile,29,2828.1579310344828,0
1647,900,2025-11-27 13:54:26.224208,215.9,USD,UAE,withdrawal,Fields Inc,Omar Hays,Today century story.,online,27,4891.553703703704,0
1648,676,2026-01-12 04:08:26.224208,1441.42,USD,Poland,withdrawal,"Evans, Avila and Smith",Luke Harris,Everybody fast effect. consulting,branch,31,2775.4409677419353,0
1649,794,2026-02-15 17:32:26.224208,903.48,USD,Turkey,transfer,Moss-Mcclain,Miguel George,Anything his look.,online,31,2519.982580645161,0
1650,728,2025-11-25 13:02:26.224208,1110.8,USD,Turkey,transfer,Barajas and Sons,Kent Thompson,Audience western few better inside.,mobile,23,2287.812608695652,0
1651,420,2026-02-22 00:32:26.224208,933.38,USD,Russia,payment,Leon-Miller,Allen Salazar,Thousand wide the whose.,branch,35,2811.242571428571,0
1652,258,2026-01-17 20:34:26.224208,6981.87,USD,USA,transfer,"Mcdonald, Dickerson and Norman",Michele Foster,Modern effort need idea population.,online,28,8163.827857142858,0
1653,979,2025-09-29 06:37:26.224208,1103.9,USD,Ukraine,withdrawal,Powell LLC,Michelle Sanchez,Visit data environmental enter treatment once.,online,33,2303.901515151515,0
1654,209,2026-02-15 08:48:26.224208,1377.24,USD,USA,payment,"Perez, Blankenship and Carter",Dr. Jacob Gibbs Jr.,Forward produce onto authority.,branch,32,2525.5925,0
1655,649,2026-03-16 17:27:26.224208,391.0,USD,UK,payment,"Dillon, Fernandez and Vaughn",Courtney Miller MD,Be fight third executive speak heavy.,branch,35,2712.4997142857146,0
1656,968,2026-03-14 23:08:26.224208,9064.86,USD,Czech Republic,payment,Smith PLC,Hayley Roach,Interview share design daughter.,online,36,3069.8180555555555,0
1657,202,2025-10-06 09:21:26.224208,876.76,USD,Turkey,payment,"Wells, Zavala and Gonzalez",Jasmine Brown,Drive arm must.,branch,31,1394.1538709677418,0
1658,246,2026-01-09 23:17:26.224208,2154.6,USD,Turkey,payment,Jenkins LLC,Ronald Miller,Such example PM range Democrat.,branch,29,2217.7403448275863,0
1659,80,2026-03-19 01:31:26.224208,598.72,USD,Lithuania,withdrawal,Woods-Turner,Laurie Perry,Mission hand nature while.,online,30,3346.078666666667,0
1660,444,2026-03-07 13:44:26.224208,150.94,USD,Poland,payment,"Davis, Newman and Campbell",Michael Lynch,Material provide growth.,branch,31,2926.9712903225804,0
1661,920,2026-03-05 15:42:26.224208,4800.78,USD,USA,transfer,"Oliver, Becker and Newton",Gerald Brown,Number magazine foot pretty sort.,mobile,23,1647.8926086956521,0
1662,203,2025-12-14 13:34:26.224208,1926.61,USD,UAE,withdrawal,"Avila, Glass and Ingram",Carolyn Short,Magazine both when science method establish.,mobile,30,4854.122,0
1663,196,2025-10-31 13:06:26.224208,2093.39,USD,Czech Republic,payment,Smith-Taylor,Lisa Gordon,Certainly language fact buy effort.,mobile,21,2064.7685714285712,0
1664,64,2026-01-14 11:49:26.224208,4026.34,USD,Germany,payment,Fitzpatrick Inc,Ryan Haynes,Watch it officer lawyer total sing new.,online,30,3629.581,0
1665,525,2025-10-03 01:56:26.224208,6966.31,USD,UK,withdrawal,"Brown, Pierce and Brown",Lindsay Norman,Discuss save kitchen my put now.,mobile,29,4000.2934482758624,0
1666,279,2026-02-14 13:23:26.224208,1442.84,USD,Kazakhstan,transfer,Smith-Henry,Jeremy Kerr,Quality unit all individual yes.,branch,24,3607.0525000000002,0
1667,874,2026-03-13 08:23:26.224208,731.44,USD,Ukraine,payment,Prince LLC,Patrick Garrett,Source money study until.,online,28,2092.8692857142855,0
1668,317,2026-03-18 03:07:26.224208,2397.53,USD,UAE,transfer,"Estrada, Foley and Welch",Stephen Gonzalez,Analysis team table commercial.,online,26,2619.5253846153846,0
1669,945,2025-11-18 23:07:26.224208,2371.32,USD,USA,payment,Bell-Cross,Cole Scott,Member decide management staff.,online,28,2944.9503571428572,0
1670,626,2026-03-01 14:31:26.224208,1332.74,USD,USA,transfer,Woodard and Sons,Tami Hamilton,Once medical music rock minute.,branch,36,3642.6736111111113,0
1671,146,2025-11-29 07:12:26.224208,23861.85,USD,Lithuania,transfer,"Steele, Greer and Lester",Caitlin Brown,Throughout gas member sure officer.,branch,30,6302.118,1
1672,140,2025-12-20 07:22:26.224208,114.27,USD,Kazakhstan,withdrawal,"Williams, Williams and Thompson",Michelle Valencia,Suffer stage level and else child.,online,25,2438.09,0
1673,81,2025-10-05 15:09:26.224208,2347.44,USD,UAE,transfer,Wallace-Smith,Gary Paul,Energy spend general.,branch,24,3477.626666666667,0
1674,615,2025-09-30 01:17:26.224208,1166.15,USD,Turkey,withdrawal,Patterson-Park,Meghan King,Per attack wrong marriage use.,branch,34,2083.294117647059,0
1675,766,2025-10-06 20:47:26.224208,2094.31,USD,Poland,payment,Russell Ltd,Mario Mcfarland,Discussion notice yet.,branch,30,1893.2720000000002,0
1676,424,2025-12-16 06:15:26.224208,696.51,USD,Ukraine,withdrawal,"Ayala, Terrell and Moreno",Shawn Williams,State light question.,mobile,29,1921.2034482758622,0
1677,650,2025-12-25 01:21:26.224208,4253.15,USD,Turkey,transfer,Chan-Edwards,Joanne Morris,Hot interesting safe particular.,mobile,22,3864.42,0
1678,633,2025-11-08 00:22:26.224208,336.55,USD,Germany,payment,Nelson Inc,Veronica Warren,Huge hotel leg marriage approach material.,online,35,2487.3034285714284,0
1679,808,2025-10-18 22:20:26.224208,2642.09,USD,Russia,withdrawal,Hernandez-Powers,Colin Flores,Interesting interview design. gift,branch,30,2831.001333333333,0
1680,105,2025-10-13 02:08:26.224208,159.36,USD,Lithuania,payment,Davis-Gonzales,Cindy Ashley,Animal nature win require save development.,mobile,23,2410.5021739130434,0
1681,305,2025-12-01 19:54:26.224208,1049.59,USD,Czech Republic,transfer,"Sullivan, Ray and Chambers",Charles Smith,Most huge option loss own.,mobile,30,6350.037333333333,0
1682,183,2026-01-14 17:05:26.224208,3616.06,USD,Czech Republic,transfer,Freeman and Sons,Frank Hunter,Size mother up.,branch,17,1725.5570588235296,0
1683,931,2025-11-16 15:29:26.224208,1913.4,USD,Russia,withdrawal,"James, Thomas and Reed",Michael Graham,Mention month couple.,online,21,3788.2028571428577,0
1684,815,2026-02-04 15:56:26.224208,1642.99,USD,Ukraine,transfer,Lee PLC,Lori Dennis,Environmental travel recently life similar air.,mobile,26,7426.649230769231,0
1685,814,2025-12-08 03:26:26.224208,527.3,USD,Poland,withdrawal,"White, Chavez and Kim",Michael Clark,Begin star really trade evening.,mobile,34,2108.985,0
1686,646,2026-02-16 05:32:26.224208,4032.27,USD,Lithuania,withdrawal,Beard-Mcneil,Christopher Goodman,How important treatment issue.,mobile,30,2002.983,0
1687,125,2025-10-02 03:49:26.224208,3904.77,USD,UK,withdrawal,"Blair, Garcia and Lewis",Julie Bailey,Law respond particular many everything safe.,branch,23,1873.5182608695652,0
1688,741,2025-12-25 16:43:26.224208,1394.44,USD,Czech Republic,withdrawal,Stephens-Gonzalez,Ashley Scott,Partner necessary century lead letter cup.,branch,32,2468.5265625,0
1689,424,2025-11-12 12:44:26.224208,2832.95,USD,Russia,withdrawal,Ball-Sanchez,Billy Duran,Can language goal green surface. Ð¾Ð±Ð¼ÐµÐ½,online,29,1921.2034482758622,0
1690,637,2026-02-24 21:37:26.224208,3267.87,USD,Ukraine,withdrawal,Bruce PLC,Michelle Hubbard,Court explain answer sit. ÐºÑÐ¸Ð¿ÑÐ°,mobile,28,3302.262142857143,0
1691,312,2025-09-25 17:22:26.224208,611.32,USD,UAE,payment,Roberts Inc,Phillip Long,Throughout likely summer.,mobile,42,3476.616428571429,0
1692,733,2025-12-15 11:21:26.224208,767.67,USD,UK,transfer,"Clarke, Estrada and Cohen",Barbara Lozano MD,Discuss foot team culture hundred.,online,37,2372.0516216216215,0
1693,210,2026-01-15 06:32:26.224208,219.78,USD,UAE,payment,Moore Inc,Justin Walters,Write add senior.,branch,30,3510.672666666667,0
1694,183,2026-01-28 22:16:26.224208,10256.5,USD,USA,transfer,Hodge-Smith,Allen Ferguson,Law table meet interview.,mobile,17,1725.5570588235296,1
1695,61,2026-01-03 00:49:26.224208,516.27,USD,UK,payment,Smith Ltd,Cody Rodriguez,Box through indicate technology big.,online,23,5961.593478260869,0
1696,807,2025-09-23 05:43:26.224208,6799.72,USD,Turkey,withdrawal,Fields PLC,Rachel Sandoval,Method great gas draw.,online,38,2450.2776315789474,0
1697,840,2025-12-23 11:50:26.224208,1907.02,USD,Czech Republic,withdrawal,"Hodges, Clark and West",Andrea Anderson,Save mention fish bank old spring.,mobile,39,2095.9866666666667,0
1698,408,2026-02-19 13:17:26.224208,3169.66,USD,Ukraine,withdrawal,"Rosario, Martin and Newton",Jennifer Weeks,Detail growth reality same member fine.,branch,34,4219.812647058824,0
1699,625,2025-09-30 07:24:26.224208,866.36,USD,Belarus,payment,Valentine-Cook,Samantha Barnes,Computer art sort product contain.,branch,32,5607.6390625,0
1700,300,2026-02-21 18:52:26.224208,343.71,USD,Czech Republic,payment,Meyers-Carlson,John Smith,Young memory low.,mobile,22,3319.384090909091,0
1701,705,2025-09-26 16:47:26.224208,263.67,USD,Germany,transfer,Wilkinson-Collins,Todd Morton,Window whose school page break others. ÐºÑÐ¸Ð¿ÑÐ°,branch,26,2650.131538461538,0
1702,815,2025-11-27 06:16:26.224208,112.87,USD,Kazakhstan,payment,"Roberson, Cabrera and Greene",Daniel Young MD,Month from least close leader talk foot.,online,26,7426.649230769231,0
1703,160,2025-11-04 13:42:26.224208,1880.73,USD,Lithuania,transfer,"Mercado, Smith and King",Stanley Jones,Cut heavy entire resource woman save.,branch,34,1413.170294117647,0
1704,76,2025-11-25 06:23:26.224208,1001.25,USD,Germany,payment,Harris-Moore,Gary Beck,Door cup local might treatment city.,branch,31,1615.6100000000001,0
1705,509,2025-12-24 12:27:26.224208,380.93,USD,Kazakhstan,withdrawal,Carlson-Case,Dr. Raymond Boyer,Natural cut mention.,online,34,2454.6570588235295,0
1706,169,2025-12-29 12:33:26.224208,1922.05,USD,Russia,withdrawal,Morris-Cook,David Martin,We society who sit animal every. Ð¾Ð±Ð½Ð°Ð»,mobile,29,2689.1437931034484,0
1707,364,2026-03-13 10:29:26.224208,2265.43,USD,Russia,transfer,Allen Ltd,Andrew Cruz,Coach throw water born trip.,online,29,4825.3303448275865,0
1708,932,2025-10-08 10:27:26.224208,5806.58,USD,Czech Republic,payment,"Lewis, Reyes and Lopez",Brianna Bird,Bed direction mission.,branch,30,3492.1303333333335,0
1709,809,2025-10-22 23:47:26.224208,17728.6,USD,Turkey,withdrawal,Zamora Ltd,Edward Marsh,Successful painting answer.,branch,17,3964.288823529412,1
1710,350,2026-01-13 10:36:26.224208,874.48,USD,Lithuania,withdrawal,"Stevens, Peterson and Palmer",Jacqueline Wise,Arrive expect back.,branch,19,2798.6463157894736,0
1711,148,2026-01-13 15:47:26.224208,586.15,USD,Lithuania,transfer,"Romero, Hicks and Gutierrez",Mr. Michael Rivera,Light draw her sell.,online,35,3603.7642857142855,0
1713,481,2025-12-25 18:36:26.224208,2143.12,USD,Ukraine,transfer,White PLC,Jacob Nelson,Meet radio yard. consulting,branch,36,2316.3161111111112,0
1714,747,2026-02-23 16:07:26.224208,315.63,USD,UAE,payment,Green-Cummings,David Blake,Wish card more bar participant.,branch,29,4780.6255172413785,0
1715,645,2025-11-02 00:11:26.224208,3705.33,USD,Kazakhstan,payment,"Gibson, Burnett and Kelly",Jessica Haynes,Republican work song else.,mobile,32,1818.3846875,0
1716,662,2026-03-10 03:26:26.224208,236.91,USD,UAE,transfer,Daugherty-Simpson,Curtis Saunders,I candidate tonight whom.,mobile,36,2415.3683333333333,0
1717,915,2026-01-07 15:03:26.224208,94.22,USD,Germany,withdrawal,"Thomas, Vaughn and Morse",Bruce James,Area front century plant quite.,branch,20,3041.1005,0
1718,594,2026-03-21 10:23:26.224208,377.03,USD,Lithuania,payment,Bishop-Patterson,Robert Mcmillan,Kind save born show activity.,mobile,32,2295.6028125000003,0
1719,46,2026-01-09 19:37:26.224208,1792.52,USD,Lithuania,payment,Brooks-Wright,Lisa Buck,Majority shake officer.,online,35,2200.758,0
1720,418,2025-11-17 15:57:26.224208,1091.45,USD,Belarus,transfer,"Trujillo, Todd and Nunez",Heather Manning,Point allow believe world. Ð¾Ð±Ð¼ÐµÐ½,mobile,25,4548.2332,0
1721,213,2026-01-04 15:18:26.224208,8715.4,USD,USA,transfer,"Clayton, Rodriguez and Wade",Katherine Gibson,Person art article.,branch,28,4087.495,0
1722,710,2026-01-04 23:19:26.224208,537.29,USD,Kazakhstan,payment,"Owens, Brown and Hayes",Anthony Williams,Executive draw trial however. Ð¾Ð±Ð¼ÐµÐ½,branch,25,2743.9248,0
1723,411,2026-01-19 03:57:26.224208,6664.68,USD,Poland,payment,"Lamb, Roberts and Berg",Gregory Solomon,Sense care clearly front.,branch,32,3760.2171875,0
1724,100,2026-01-31 15:36:26.224208,4395.09,USD,Russia,payment,Grant LLC,James Castro,International discover national media.,mobile,24,3023.625,0
1725,490,2025-11-23 06:48:26.224208,5226.83,USD,USA,transfer,"Johnson, Hernandez and Ali",Renee French,Or per similar career.,branch,22,2541.960454545455,0
1726,153,2026-03-17 19:36:26.224208,519.51,USD,USA,transfer,Cunningham-Hudson,Jade Sanders,Week charge whether little.,mobile,26,4539.123846153846,0
1727,972,2025-12-02 15:38:26.224208,1417.48,USD,Kazakhstan,payment,Morgan Inc,David Hernandez,Would challenge body.,mobile,26,4803.965,0
1728,478,2025-10-23 03:46:26.224208,2166.38,USD,Russia,payment,"Coleman, Hanson and Clements",Victoria Wilson,Congress media tell rock.,mobile,25,7582.7519999999995,0
1729,729,2025-10-07 23:42:26.224208,2417.86,USD,Russia,transfer,Reyes and Sons,Jessica Barry,Clearly central hotel speech remain. consulting,branch,35,3369.3005714285714,0
1730,514,2026-01-13 00:46:26.224208,531.33,USD,Czech Republic,withdrawal,Allen-Wilson,Emily Navarro,Institution shoulder people century people.,online,39,3761.7676923076924,0
1731,286,2026-03-10 21:27:26.224208,1841.33,USD,UAE,withdrawal,"Horton, Robinson and Vargas",Steven Orr,Control fight third.,online,35,10054.887142857144,0
1732,424,2025-10-18 19:30:26.224208,1390.45,USD,Germany,transfer,Hughes-Townsend,Leslie Garner,Draw these customer personal.,online,29,1921.2034482758622,0
1733,851,2026-02-15 22:26:26.224208,44340.3,USD,USA,withdrawal,"James, Sullivan and Wilkins",Susan Weiss,Fight mention simple.,online,31,4833.391612903226,1
1734,815,2025-11-28 01:50:26.224208,158.12,USD,UAE,payment,Roberts and Sons,Terry Pierce,Individual tree himself story different positive.,mobile,26,7426.649230769231,0
1735,381,2026-01-27 10:51:26.224208,138.47,USD,Ukraine,payment,Martin Ltd,Terri Benson,Seven right perform.,mobile,19,1595.4636842105263,0
1736,376,2025-11-12 20:38:26.224208,1179.82,USD,UK,payment,Odonnell-Kramer,Sharon Williams,Wife various large.,mobile,31,3358.7748387096776,0
1737,37,2026-02-23 04:55:26.224208,3667.06,USD,Kazakhstan,transfer,"Davis, Bates and Christensen",Samuel Frank,Between poor rate smile.,branch,31,4758.735483870968,0
1738,543,2025-11-05 01:08:26.224208,3401.13,USD,Belarus,transfer,Petty-Burke,Darlene Bonilla,Detail reach two red trouble have.,branch,33,1685.1130303030302,0
1739,487,2025-11-14 07:43:26.224208,200.47,USD,Turkey,withdrawal,Whitaker Inc,Mr. Alexander Jensen,Trip land sell.,mobile,38,2505.892105263158,0
1740,965,2025-11-30 03:45:26.224208,299.97,USD,Lithuania,payment,"Mendoza, Jones and Sanchez",Nichole Bishop,Have during capital.,online,27,2127.3185185185184,0
1741,733,2025-11-26 04:06:26.224208,1187.44,USD,Czech Republic,payment,Foster-Wilson,Kiara Hall,Sport political against space fill heart.,online,37,2372.0516216216215,0
1742,836,2025-11-23 07:59:26.224208,495.79,USD,Germany,withdrawal,"Sutton, Beck and Johnson",Nicholas Clark,Environmental want production two. consulting,branch,31,5131.147741935484,0
1743,338,2025-11-01 23:08:26.224208,44.48,USD,Lithuania,transfer,"Kelly, Clark and Santos",Sean Bowman,Fast follow find. crypto,online,25,3118.0820000000003,0
1744,134,2026-02-01 07:31:26.224208,1094.99,USD,Russia,transfer,Spencer-Dunn,Nathan Robertson,Responsibility result nothing man candidate arrive.,mobile,30,2511.248,0
1745,582,2025-09-24 10:14:26.224208,8986.92,USD,Belarus,transfer,Patterson Inc,Donna Lewis,Cost quickly school risk significant.,mobile,31,2079.329677419355,0
1746,343,2026-03-10 00:03:26.224208,811.79,USD,Czech Republic,withdrawal,Williams-Haney,Brittney Davis,Buy former any front.,mobile,28,1690.0792857142858,0
1747,355,2026-02-03 14:22:26.224208,77.5,USD,USA,transfer,"Christensen, Sanchez and White",Lisa Williamson,Late begin this force. consulting,branch,26,2268.2523076923076,0
1748,273,2025-09-23 18:39:26.224208,558.0,USD,USA,payment,"Nguyen, Kramer and Mejia",Jacqueline Cummings,Fast reason fund night.,mobile,37,2305.322702702703,0
1749,446,2025-12-25 09:43:26.224208,274.09,USD,Poland,payment,"Garrett, Navarro and Day",Mrs. Brianna Bailey,Effort idea trouble former various body.,branch,40,1780.40025,0
1750,347,2025-11-25 19:40:26.224208,2471.13,USD,Russia,withdrawal,Ward-Phillips,David Jones,Own across operation cell cut.,mobile,24,6523.337083333333,0
1751,266,2026-01-01 16:08:26.224208,5015.47,USD,Czech Republic,transfer,Pearson Ltd,Danielle Harrison,Big difference partner to do impact.,branch,35,2400.2882857142854,0
