customer_id;full_name;residence_country;customer_since;customer_segment;risk_profile
511;Jason Allen;UAE;24.10.2017;retail;high
512;Rebecca Gilbert;Poland;24.08.2023;business;high
513;Sarah Bauer;UK;20.02.2020;retail;low
514;Ana Johnson;UAE;23.10.2021;retail;high
515;Rachel Cummings;UAE;20.12.2024;retail;medium
516;Lisa Garcia;Ukraine;19.09.2023;business;medium
517;Michael Pruitt;UK;04.11.2017;retail;low
518;Lauren Kennedy;USA;24.01.2025;business;medium
519;Steven White;Lithuania;07.11.2018;retail;medium
520;Rebecca Craig;Belarus;01.02.2017;business;medium
521;Kevin Green;Belarus;22.02.2017;business;medium
522;Ryan Jones;Belarus;17.10.2016;business;low
523;Jacqueline Hull;Belarus;03.05.2022;business;low
524;Aaron Jackson;Russia;02.04.2018;business;medium
525;Steven Smith;Kazakhstan;05.02.2020;business;high
526;Andrea Gray;Poland;11.09.2024;business;high
527;Amy Richardson;Russia;15.08.2023;retail;high
528;Laura Drake;UAE;17.06.2023;retail;medium
529;Emily Ayala;Ukraine;21.12.2018;retail;high
530;Cameron Moss;Kazakhstan;04.08.2016;retail;low
531;Melissa Downs;Czech Republic;01.11.2018;business;high
532;Jacob Mckee;Turkey;06.05.2023;retail;high
533;Carolyn Levy;Lithuania;04.12.2019;business;medium
534;Susan Anderson;Kazakhstan;04.11.2018;business;high
535;Jill Martin;UAE;19.10.2023;business;low
536;Michael Rodriguez;UK;27.06.2025;business;low
537;Brian Blair;Turkey;03.11.2025;retail;medium
538;Christopher King;Lithuania;22.04.2020;retail;low
539;David Willis;USA;18.12.2023;business;medium
540;Wayne Ayala;Lithuania;04.01.2018;business;medium
541;Jenna Smith;Turkey;18.03.2021;business;medium
542;Charles Rice;Czech Republic;07.04.2017;business;medium
543;Janice Taylor;Belarus;30.10.2018;retail;low
544;Shawn Johnson;Czech Republic;29.04.2016;business;low
545;Amy Coleman;Lithuania;14.05.2023;business;low
546;Corey Conway;Czech Republic;30.12.2023;retail;medium
547;Brandy Trevino;UAE;13.04.2022;retail;low
548;Michael Wise;Czech Republic;25.02.2023;business;low
549;Derek Berry;UK;26.07.2020;business;medium
550;Brianna Knight;Ukraine;26.01.2023;retail;high
551;Jennifer Phelps;Germany;09.03.2020;business;medium
552;Ariana Huynh;USA;03.07.2019;business;medium
553;Stephen Berger;Poland;30.04.2021;retail;high
554;Sarah Turner;Lithuania;27.08.2016;retail;high
555;Ms. Morgan Rosales MD;Belarus;11.05.2021;business;high
556;Vanessa Smith;Belarus;11.10.2025;retail;low
557;George Contreras;USA;14.10.2022;business;low
558;Jessica Kelly;USA;31.12.2022;business;high
559;Mr. Cory Allen;Belarus;26.03.2020;business;high
560;Brenda Huang;Russia;21.12.2023;retail;high
561;Sarah Morse;Turkey;18.06.2022;business;high
562;Jennifer Chang;Czech Republic;02.10.2019;business;medium
563;Sarah Silva;Germany;19.10.2019;retail;high
564;James Baker;Turkey;11.06.2019;business;high
565;Karen Baker;UAE;08.07.2016;retail;high
566;Jason Odom;UAE;05.03.2018;retail;medium
567;Benjamin Nelson Jr.;Lithuania;10.04.2025;retail;low
568;Melinda Barnett;Turkey;09.12.2018;business;low
569;Christine Johnson;UK;22.07.2025;business;low
570;Brittany Butler;Czech Republic;03.08.2024;business;low
571;Frederick Ball;Czech Republic;14.08.2022;business;low
572;Dakota Norman;Poland;10.08.2022;business;high
573;Jeffrey Peck;Russia;05.07.2024;retail;medium
574;Stephanie Mathis;USA;11.11.2016;business;high
575;Rebecca Ortega MD;Belarus;14.03.2021;retail;high
576;Carla Giles;Czech Republic;06.06.2020;business;low
577;Trevor Smith;Czech Republic;06.08.2019;business;high
578;Jason Thompson;UK;19.08.2016;business;high
579;Emily Stewart;Poland;09.06.2022;business;high
580;John Mccarthy;Turkey;16.06.2016;retail;low
581;Judy Tran;Kazakhstan;25.02.2021;retail;medium
582;Nicole Williams;Kazakhstan;22.07.2016;business;low
583;Peter Morris;Belarus;01.01.2018;business;high
584;Jackie Lewis;Czech Republic;09.10.2019;business;low
585;Susan Barber;Ukraine;14.05.2017;business;low
586;Nicole Blair;Kazakhstan;09.09.2016;retail;low
587;Kayla Morgan;USA;03.10.2021;business;high
588;Linda Miranda;Turkey;17.07.2020;business;high
589;Laura Nelson;Belarus;26.01.2026;business;low
590;Leslie Glass;Ukraine;23.05.2017;business;low
591;Laura Walker;Turkey;21.12.2017;retail;high
592;Mary Alexander;UAE;31.08.2021;business;high
593;Scott Mercer;Lithuania;26.06.2020;business;medium
594;Christopher Burgess;USA;19.05.2019;business;low
595;Steven Quinn;UAE;08.08.2019;business;low
596;Donald Mccoy;UK;04.07.2020;business;high
597;Wayne Christensen;USA;06.08.2019;business;medium
598;Adam Noble;Germany;15.05.2017;retail;medium
599;April Christian DDS;Poland;10.06.2022;retail;high
600;Erik Carlson;Ukraine;07.07.2022;retail;low
601;Michael Rogers;Kazakhstan;30.12.2025;retail;medium
602;Angel Watson;UAE;16.12.2021;retail;low
603;John Mcmillan;Ukraine;21.05.2019;retail;high
604;Anthony Hanson;Ukraine;18.06.2023;retail;high
605;Michael Gibson;USA;13.06.2018;business;medium
606;Stacy Hicks;Ukraine;07.04.2023;retail;high
607;Alicia Thompson;UAE;31.12.2018;retail;high
608;Shawn Robertson;Kazakhstan;15.03.2025;business;high
609;Renee Madden;Kazakhstan;02.05.2020;retail;high
610;Brittney Gray;Kazakhstan;17.07.2023;retail;medium
611;John Hammond;UAE;16.08.2019;business;low
612;Mary Anderson;Kazakhstan;26.05.2016;retail;high
613;Scott Thompson;USA;19.06.2018;retail;high
614;Aaron Davis;Lithuania;08.03.2020;retail;high
615;John Oneill;Germany;11.02.2019;business;low
616;Gregory Moreno;Turkey;16.09.2024;retail;medium
617;Amanda Gibson;USA;22.09.2016;retail;medium
618;Felicia White;Kazakhstan;26.06.2018;retail;low
619;Gregory Ortiz;Lithuania;09.04.2017;business;high
620;Robert Maxwell;Poland;20.06.2020;business;medium
621;Brian Torres;UK;04.09.2025;business;medium
622;Mrs. Christine Davidson;Belarus;04.09.2016;business;low
623;Kayla Pierce;Ukraine;07.07.2025;business;high
624;Andrew Caldwell;UK;14.07.2019;retail;low
625;Mrs. Jessica Valentine DDS;Kazakhstan;17.10.2025;business;low
626;Dale Morgan;Turkey;10.12.2023;retail;low
627;Blake Aguilar;Turkey;15.11.2016;retail;high
628;Melissa Moreno;Kazakhstan;04.01.2019;retail;low
629;Stephanie Bryant;Poland;14.12.2017;business;high
630;Jennifer Mcdonald;Poland;14.06.2019;retail;low
631;Matthew Montes;Turkey;15.04.2020;business;low
632;Kelly Martinez;Germany;19.09.2025;retail;high
633;Jason Robinson;Kazakhstan;31.08.2020;retail;high
634;Sarah Tucker;Kazakhstan;04.07.2022;retail;medium
635;Deborah Cruz;Ukraine;22.12.2019;business;high
636;Austin Thompson;Lithuania;01.11.2021;retail;high
637;Gregory Campbell;Turkey;04.03.2021;retail;medium
638;Mark Rhodes;Poland;18.09.2017;retail;low
639;Robert Terrell;Belarus;26.06.2022;retail;medium
640;Jessica Neal;Czech Republic;07.09.2017;business;medium
641;Jennifer Padilla;Poland;17.05.2025;retail;high
642;Samuel Walker;USA;24.11.2017;business;medium
643;John Richardson;Turkey;11.07.2021;business;high
644;Debra Martinez;Belarus;19.09.2022;business;medium
645;Eric Cisneros;UAE;08.09.2024;retail;high
646;Spencer Knight;Ukraine;18.12.2023;business;low
647;Rebecca Smith;Lithuania;20.06.2016;retail;high
648;Maurice Spencer;Poland;19.08.2022;business;medium
649;Wanda Finley;UAE;06.09.2022;business;high
650;Timothy Paul;Ukraine;15.12.2023;business;medium
651;Janet Harris PhD;Russia;16.08.2020;retail;high
652;Christine Benjamin;Ukraine;14.11.2017;retail;high
653;Jacob Cook;Germany;10.07.2017;business;medium
654;James Richards;Czech Republic;05.09.2022;retail;low
655;Jennifer Navarro;Turkey;16.11.2016;retail;high
656;David Valencia;Kazakhstan;14.07.2020;business;high
657;George Nguyen;UAE;11.10.2024;retail;medium
658;James Washington;Poland;13.12.2023;retail;high
659;Amy Harris;Russia;10.03.2017;retail;low
660;Samuel Stevens;Ukraine;09.06.2019;business;low
661;Patrick Johnson;Turkey;23.09.2017;retail;low
662;Tracy Hale;USA;06.04.2023;business;medium
663;Kayla Woodard;Russia;15.10.2018;business;medium
664;Tyler Johns;Czech Republic;23.05.2017;business;low
665;Jonathan Cole;Kazakhstan;16.08.2025;business;medium
666;Scott Guerrero;Germany;01.07.2025;retail;low
667;Larry Santos;UAE;27.07.2017;retail;high
668;Douglas Anderson;UK;07.10.2023;retail;high
669;Bradley Fernandez;Kazakhstan;11.12.2022;business;medium
670;Ashley Ortega;Germany;15.03.2019;retail;medium
671;Michelle Stout;UK;11.03.2021;retail;low
672;Maria Mcdonald;Lithuania;29.12.2016;business;low
673;Kimberly Cochran;Germany;03.06.2016;business;high
674;Leonard Nguyen;Ukraine;12.08.2021;business;medium
675;Hunter Dougherty;Belarus;27.08.2023;retail;high
676;Monica Gordon;Ukraine;02.11.2017;business;medium
677;Mark Vang;Belarus;07.05.2020;business;high
678;Alyssa Kent;UK;17.04.2023;retail;low
679;Heather Hunt;Ukraine;01.12.2021;business;high
680;Glen Dixon;Turkey;17.09.2017;retail;high
681;David Malone;UK;11.04.2021;business;medium
682;Patricia Brown;Czech Republic;26.04.2016;retail;low
683;Bryan Potter;Turkey;23.04.2023;business;medium
684;Jacqueline Watson;Germany;28.05.2024;business;low
685;Steven Wright;Turkey;28.01.2025;retail;medium
686;Richard Scott;Germany;06.10.2024;retail;high
687;Jesus Taylor;Russia;23.11.2018;business;medium
688;Amy Smith;Germany;09.11.2020;business;low
689;Tara Wallace;Lithuania;10.05.2016;retail;medium
690;Daniel Davenport;Czech Republic;15.05.2025;business;medium
691;Kimberly Brooks;UAE;07.11.2021;business;low
692;Regina Vincent;Turkey;13.11.2024;business;medium
693;Rachael Stone;Germany;04.02.2023;business;high
694;Gary Henson;Belarus;14.12.2018;retail;medium
695;Jesse Gilbert;USA;14.07.2018;business;low
696;Mark Hernandez;UAE;22.02.2026;retail;high
697;Matthew Black;Czech Republic;21.08.2022;retail;medium
698;Lauren Bishop;Czech Republic;20.11.2021;retail;medium
699;Elizabeth Hurst;UK;20.09.2019;retail;medium
700;Patricia Russell;UK;27.12.2021;retail;medium
701;Jasmine Lee;Germany;15.03.2025;business;high
702;Cheryl Wilson;UAE;21.01.2020;retail;low
703;Robert Compton;UAE;07.01.2019;retail;low
704;Joseph Kane;Belarus;25.07.2025;retail;low
705;Rachel Knight;UK;29.06.2020;business;low
706;Rebecca Henderson;Turkey;17.01.2026;business;medium
707;Olivia Thomas;Belarus;20.07.2016;retail;medium
708;Laura Powell;Belarus;01.04.2017;retail;low
709;Patricia Yang;USA;21.11.2025;retail;high
710;Jennifer Davis;Kazakhstan;27.03.2018;business;low
711;Robin White;Belarus;18.01.2021;business;medium
712;Victoria Acevedo;Lithuania;03.06.2017;retail;low
713;Joseph Peterson;USA;01.10.2018;retail;high
714;James Brooks DVM;Belarus;09.12.2021;retail;low
715;Joseph Day;Turkey;06.10.2021;retail;medium
716;Nicole Little;Czech Republic;05.07.2021;retail;low
717;Keith Myers;UAE;25.12.2023;retail;high
718;Dennis Osborne;Ukraine;13.02.2023;business;high
719;Barbara Love DDS;Lithuania;22.02.2019;business;high
720;Calvin Wright;Russia;13.05.2025;retail;low
721;Joseph Zhang;Czech Republic;04.10.2018;business;medium
722;Darlene Flowers;USA;30.07.2021;retail;high
723;Edgar Davis;Germany;19.09.2016;retail;medium
724;Keith Burns;Kazakhstan;30.04.2022;retail;medium
725;Traci Reyes;Russia;20.09.2025;retail;medium
726;Corey Griffin;UK;04.08.2020;business;medium
727;Michael Smith;UK;24.12.2019;business;high
728;Maria Curry;Kazakhstan;08.01.2024;retail;medium
729;Dr. Geoffrey Parrish;USA;28.12.2025;retail;high
730;Dawn Delgado;Russia;22.12.2023;business;high
731;Kevin Whitney;Belarus;18.06.2019;business;medium
732;Kevin Rodriguez;Ukraine;30.08.2025;retail;high
733;April Ingram;Lithuania;16.05.2018;retail;medium
734;Max Bentley;Belarus;12.02.2018;business;medium
735;Bruce Carter;Poland;01.12.2025;retail;high
736;Robert Gutierrez;Turkey;09.11.2018;business;medium
737;Harold Clark;Czech Republic;01.06.2022;business;medium
738;Joshua Miller;Germany;07.05.2022;retail;low
739;William Welch;USA;12.10.2023;business;high
740;Matthew Meyer;Ukraine;19.07.2019;retail;medium
741;Edward Wright;USA;01.12.2020;business;low
742;Michelle Cooper;UK;01.10.2021;retail;low
743;Anthony Morton;Turkey;13.09.2024;retail;high
744;Lauren Robinson;Kazakhstan;01.09.2024;retail;high
745;Sandra Buckley;UAE;25.10.2023;business;medium
746;Rebecca Edwards;Belarus;17.06.2018;business;high
747;Jeffrey Gutierrez;Belarus;16.12.2020;business;medium
748;Brent Mata;UK;08.02.2021;business;high
749;Ryan Smith;UK;24.10.2023;business;low
750;Deanna Alexander;Poland;01.01.2024;retail;medium
751;Annette Shaw;Kazakhstan;20.01.2019;retail;high
752;Larry Diaz;Germany;18.11.2016;business;high
753;Dakota Gibbs;Russia;12.05.2021;retail;high
754;Justin Edwards;Poland;19.01.2025;retail;high
755;Amber Johnson;Turkey;11.06.2019;retail;high
756;Angela Howell;Russia;02.04.2020;retail;high
757;Hailey Johnson;Poland;08.04.2022;business;low
758;Carla Pena;Poland;23.06.2024;business;medium
759;Jennifer Knight;UK;14.09.2023;retail;low
760;Karen Garcia;Belarus;26.01.2021;business;high
761;Jonathan Austin;Kazakhstan;07.04.2021;business;medium
762;Susan Rodriguez;Germany;20.11.2024;retail;high
763;Patricia Smith;Lithuania;11.02.2023;business;high
764;Sarah Gilbert;Turkey;18.05.2020;business;medium
765;Joseph Cruz;UK;17.01.2022;business;medium
766;Laurie Nelson;UAE;23.12.2020;business;high
767;Shawn Jensen;USA;21.01.2026;business;high
768;Larry Moreno;Turkey;01.02.2021;business;high
769;Willie Curtis;Kazakhstan;26.02.2023;retail;high
770;Angela Gregory;Turkey;07.12.2024;business;low
771;Tammie Collier;UK;03.11.2017;retail;medium
772;Robert Anderson;Belarus;03.08.2019;business;low
773;Eric Davis;Czech Republic;07.04.2019;retail;low
774;Dr. Manuel White;Belarus;24.05.2024;business;low
775;Daniel Hoover;Russia;13.11.2024;retail;medium
776;Tammy Diaz;Belarus;23.08.2021;business;low
777;Austin Collins;Kazakhstan;30.09.2017;retail;high
778;Adrian Perkins;Kazakhstan;09.05.2020;business;medium
779;Jeffrey Moreno;Lithuania;09.04.2024;retail;medium
780;Gene Williams;Ukraine;26.08.2024;business;low
781;Lucas Gillespie;Ukraine;24.04.2020;business;high
782;Traci Cardenas;Turkey;25.10.2021;retail;medium
783;Christina Sanders;Germany;12.12.2020;retail;high
784;Sarah Higgins;Belarus;26.09.2017;retail;low
785;Amanda Powell;Ukraine;19.05.2020;retail;medium
786;Emily Fox;USA;16.04.2025;business;medium
787;Kathy Whitehead;Czech Republic;20.11.2018;business;medium
788;Jasmine Ross;UK;15.03.2026;business;medium
789;Rebecca Zuniga;USA;15.07.2020;business;medium
790;Michelle Reed;Ukraine;14.11.2016;retail;low
791;Brian Robles;Belarus;28.11.2017;business;high
792;Wanda Russell;Kazakhstan;06.12.2018;business;low
793;Deanna Williams;UAE;10.09.2016;retail;medium
794;Raymond Christian;Lithuania;21.05.2024;business;high
795;Jasmine Weeks;Czech Republic;01.02.2018;business;medium
796;Steven West;Czech Republic;06.08.2016;retail;high
797;John White;USA;03.09.2022;business;low
798;William Bradley;Turkey;30.11.2019;business;high
799;Michael Patel;Ukraine;15.10.2023;retail;low
800;John Wilson;Russia;24.09.2019;business;high
801;Karen Williams;USA;01.07.2018;business;medium
802;Michael Trevino;Poland;26.01.2019;business;high
803;Angela Cruz;Russia;05.01.2021;retail;low
804;Christopher Montgomery;USA;12.10.2017;business;low
805;Laurie Ross;Lithuania;15.04.2017;business;high
806;Matthew Perez;Germany;27.09.2017;business;low
807;Gerald Everett;UAE;19.04.2024;business;low
808;Charles Liu;Turkey;24.09.2022;business;high
809;Jason Farley;Belarus;18.04.2024;retail;medium
810;Kevin Figueroa;UK;20.05.2024;business;low
811;Shawn Munoz;USA;21.12.2020;business;high
812;Judith Baker;Lithuania;25.06.2017;business;low
813;Jaclyn Young;UAE;30.12.2018;business;medium
814;Michael Carter;Czech Republic;18.10.2023;retail;high
815;Mr. Ryan Oneal;Ukraine;04.09.2024;business;high
816;Travis Delgado;USA;12.01.2017;business;low
817;Devin Wilson;USA;24.12.2020;business;medium
818;James Collins;Turkey;09.02.2021;retail;high
819;Elizabeth Evans;Lithuania;08.12.2020;business;high
820;Jonathan Finley;UK;02.07.2018;retail;high
821;Daniel Harris;Germany;10.01.2024;business;medium
822;Megan Andrews;USA;30.08.2023;business;low
823;Jeremy Williams;Turkey;12.01.2017;business;high
824;Jesse Montoya;Kazakhstan;22.12.2017;business;high
825;Cole Ross;UAE;10.10.2023;retail;low
826;Rachel Pierce;Ukraine;25.06.2016;retail;medium
827;Jason Vang;USA;28.07.2016;business;low
828;Andrew Burgess;USA;22.09.2024;business;low
829;Jason Watkins;Kazakhstan;08.11.2024;retail;high
830;Tyler Ellis;Kazakhstan;01.02.2026;business;low
831;Colton Clark;UK;31.07.2023;business;low
832;Terry Wallace;Poland;07.11.2020;retail;low
833;Megan Flynn;USA;10.12.2018;business;high
834;Gina Davis;Czech Republic;03.03.2024;retail;high
835;Ashley Douglas;Lithuania;17.11.2023;retail;low
836;Adam Leblanc Jr.;UK;12.06.2021;retail;high
837;Sarah Trujillo;Lithuania;22.08.2018;business;medium
838;Guy Wilson;Turkey;21.12.2016;business;low
839;Brett Espinoza;UK;21.07.2023;retail;low
840;Jessica Stewart;Turkey;30.01.2021;retail;high
841;Kelly Ross;UAE;30.10.2020;business;medium
842;Stephanie Wilson;UK;17.09.2025;business;high
843;Cheryl Fowler;Ukraine;27.08.2023;retail;low
844;Rebecca Dixon;UK;26.01.2019;retail;low
845;Nicole Garcia;Turkey;27.01.2026;retail;high
846;Erica Moody;Belarus;15.06.2016;retail;low
847;Kelsey Jenkins;Russia;02.06.2022;retail;low
848;April Wagner;Turkey;26.08.2019;retail;high
849;Cynthia Turner;UK;09.07.2016;retail;high
850;Billy Le;Germany;08.11.2024;business;medium
851;Amanda Nguyen;Poland;14.02.2023;business;high
852;John Armstrong;Ukraine;03.11.2020;business;low
853;Natasha Farrell;UK;01.03.2017;business;medium
854;Tom Ramirez;UK;22.04.2023;retail;high
855;Peter Clark;UK;30.03.2017;business;low
856;Austin Davies;Czech Republic;09.11.2020;retail;low
857;Brittany Jackson;Lithuania;20.07.2020;business;high
858;Sherri Preston;Kazakhstan;23.03.2019;retail;high
859;Maria Sparks;Germany;23.05.2021;retail;high
860;Patricia Hays;Lithuania;11.12.2025;retail;high
861;Cindy Sullivan;Kazakhstan;25.07.2016;business;medium
862;Susan Rice;Czech Republic;29.03.2021;retail;high
863;Danielle Gonzalez;UAE;19.10.2017;business;low
864;Raymond Mercer;Czech Republic;08.12.2023;business;low
865;Crystal Bryant;Ukraine;23.05.2020;retail;medium
866;Laura Turner;UK;21.11.2024;business;medium
867;Anne Waters;Poland;03.07.2025;business;low
868;Derrick Hardy;Germany;14.04.2016;retail;high
869;George Warner;UK;03.03.2026;retail;high
870;Mark Gibbs;Germany;30.05.2024;retail;high
871;Melissa Taylor;UAE;18.06.2023;retail;high
872;James Willis;Lithuania;28.08.2019;retail;high
873;Tara Stephens;UK;05.08.2019;business;medium
874;Howard Williams;Belarus;31.08.2016;business;high
875;Robert Hopkins;Russia;25.08.2022;business;low
876;John Rivera;Germany;10.02.2020;retail;medium
877;Stephanie Johnson;USA;01.10.2025;business;high
878;Madison Rodriguez;Germany;09.07.2023;retail;high
879;Maria Williams;Belarus;28.11.2023;retail;low
880;Gregory Barajas;UAE;12.05.2022;retail;low
881;Daniel Stokes;Russia;24.11.2017;retail;medium
882;Joshua Walters;USA;01.10.2018;retail;high
883;Megan Buckley;USA;27.09.2021;business;high
884;Kevin Lopez;Czech Republic;07.01.2022;retail;medium
885;James Davenport;Poland;31.10.2022;retail;medium
886;Sharon Stewart;Czech Republic;21.12.2020;retail;medium
887;Charlene Wright;Germany;19.08.2022;business;high
888;Carlos Cook;USA;13.04.2023;retail;medium
889;John Myers;UK;02.01.2021;retail;high
890;Susan Brewer;Germany;14.03.2019;business;medium
891;Karen Roberts;Germany;14.08.2018;retail;low
892;Sara Roth;Lithuania;13.11.2022;business;high
893;Michelle Ali MD;Kazakhstan;18.04.2016;retail;medium
894;Heather Hansen;Czech Republic;30.03.2018;retail;high
895;Emily Lane;Kazakhstan;05.07.2019;retail;high
896;Robert Gonzalez;Poland;21.02.2025;retail;low
897;Daniel Wilson;UK;17.09.2021;retail;high
898;Michael Mann;Lithuania;26.12.2019;retail;low
899;John Sparks;Turkey;22.06.2024;business;high
900;Kimberly Small;Kazakhstan;17.09.2025;retail;high
901;Christopher Brown;Czech Republic;12.10.2020;retail;low
902;Kathleen Roach;Ukraine;12.08.2017;retail;low
903;Stephen Davis;Czech Republic;09.03.2018;business;high
904;Kimberly Harris;UAE;19.10.2024;retail;low
905;Ricardo Bray;Ukraine;12.02.2017;retail;low
906;Cody Adams;Turkey;21.03.2016;retail;low
907;Leonard Miranda;Poland;31.07.2022;retail;high
908;Tammy Nichols;Lithuania;19.11.2024;retail;high
909;Michael Martinez;USA;05.03.2025;business;medium
910;Raven Walker;Poland;05.02.2022;retail;low
911;Mikayla Torres;USA;25.08.2017;retail;low
912;Jennifer Vega;Germany;02.09.2019;retail;high
913;Grace Burgess;UK;04.12.2016;retail;low
914;Steven Lopez;Russia;10.01.2022;business;medium
915;Kaitlyn Hansen;Belarus;09.07.2024;business;high
916;Caleb Clark;Turkey;12.03.2026;retail;low
917;Tara Barrett;UAE;24.06.2020;business;high
918;Benjamin Cruz;Ukraine;02.08.2016;retail;medium
919;Brenda Crane;Poland;19.01.2018;business;medium
920;Brian Bell;Kazakhstan;09.01.2019;retail;low
921;Zachary Saunders;Ukraine;15.02.2021;retail;high
922;Monique Gould;UK;05.08.2023;retail;medium
923;Roger Haley;Ukraine;26.02.2021;business;low
924;Stephen Bush;Czech Republic;23.06.2023;retail;high
925;Jessica Grimes;Ukraine;25.08.2018;business;high
926;Laura Reed;UK;19.08.2021;business;high
927;Benjamin Clayton;UAE;13.01.2025;business;medium
928;Dalton Lee;Kazakhstan;08.07.2016;retail;medium
929;Joseph Snyder;Ukraine;05.10.2020;retail;high
930;Alan Rodriguez;UAE;22.11.2018;retail;medium
931;Amy Jimenez;UK;11.01.2020;business;low
932;Mr. Leonard Bruce;Kazakhstan;17.10.2016;retail;high
933;Heather Alvarado;Kazakhstan;02.06.2022;retail;medium
934;Michael Kelly;Germany;01.11.2017;retail;low
935;Emily Wong;Belarus;05.04.2019;retail;medium
936;Lisa Ramirez;USA;13.09.2022;retail;medium
937;Frances Rodriguez;Russia;19.05.2018;business;high
938;Melissa Hanson;Russia;04.12.2020;business;high
939;Mrs. Pamela Watkins;Czech Republic;26.12.2019;retail;low
940;Jenna Sullivan;Lithuania;23.11.2024;business;high
941;Lori Campbell;Belarus;19.12.2017;retail;medium
942;Christina Mckee;USA;10.01.2019;business;medium
943;Alyssa Dillon;Kazakhstan;23.02.2020;retail;medium
944;Christopher Long;UK;10.10.2017;business;medium
945;Kristopher Shelton;Belarus;12.11.2020;retail;high
946;Gabrielle Goodwin;Belarus;21.10.2025;retail;medium
947;Carla Graham;UAE;05.07.2017;retail;medium
948;Michael Haley;Russia;01.02.2017;business;low
949;Nicholas Holmes;UK;05.11.2023;retail;low
950;Teresa Bryan;Lithuania;05.06.2018;retail;medium
951;Ralph King;Russia;26.11.2022;retail;high
952;Jason Campbell;Poland;31.10.2023;business;medium
953;Allen Blanchard;Turkey;30.03.2024;retail;high
954;Gregory Fowler;Poland;11.07.2024;business;high
955;Patrick Smith Jr.;Germany;30.06.2016;retail;medium
956;Makayla Lewis;Turkey;12.06.2021;retail;low
957;Nicole Mullins;UAE;23.07.2020;business;low
958;Joseph Welch;Turkey;05.11.2018;business;high
959;Kyle Berger;Ukraine;24.09.2016;retail;low
960;Ian Campbell;UAE;24.09.2018;retail;low
961;Kathryn Hernandez;UAE;16.05.2022;business;medium
962;Mackenzie Williams;Lithuania;30.10.2020;business;medium
963;Linda Evans MD;USA;06.07.2018;retail;low
964;Charles Hansen;Kazakhstan;25.07.2022;retail;high
965;Paula Jones;Belarus;30.09.2019;retail;high
966;Alexis Porter;UK;26.12.2016;business;high
967;Jeffrey Gibson;Poland;10.04.2017;retail;high
968;Joyce Lee;Kazakhstan;25.12.2018;retail;low
969;Rebekah Greene;UK;26.02.2026;retail;medium
970;Charles Hunter;Turkey;11.06.2017;business;low
971;Patrick Richmond;Poland;25.12.2016;retail;high
972;Tyler Dawson II;Ukraine;02.11.2023;business;medium
973;Timothy Mclean;Russia;24.08.2021;retail;high
974;Margaret Gallagher;Kazakhstan;11.02.2022;business;low
975;Alexander Wells;USA;20.03.2024;business;medium
976;Daniel Holden;Poland;12.11.2025;business;high
977;Frank Weaver;Turkey;02.11.2020;business;low
978;Joshua Armstrong;Belarus;19.09.2017;business;medium
979;Rebecca Henson;Ukraine;29.11.2025;retail;medium
980;Melissa Anderson;Russia;01.03.2026;retail;high
981;John Hill;Lithuania;23.05.2017;business;low
982;Micheal Hayes;Kazakhstan;03.06.2021;business;low
983;Leslie Nelson;Poland;17.07.2021;retail;high
984;Tyler Thomas;Turkey;19.12.2022;retail;medium
985;Anne Fuller;Czech Republic;07.08.2019;business;high
986;Emily Hanna;Czech Republic;28.08.2021;retail;low
987;Sharon Wilson;UAE;26.07.2018;retail;low
988;Brandon Green;Poland;12.12.2021;retail;medium
989;Theresa Myers;Kazakhstan;26.06.2017;retail;low
990;Daniel Barnett;Czech Republic;21.12.2023;business;medium
991;Teresa Pittman;UK;03.02.2020;retail;high
992;Michelle Kelly;Belarus;12.04.2020;retail;low
993;Timothy Smith;USA;04.04.2024;retail;low
994;Shelley Long;UAE;09.05.2021;retail;high
995;Misty Jackson;Belarus;21.05.2021;business;medium
996;Pamela Cannon;UAE;08.06.2023;retail;low
997;Christopher Harrison;UAE;04.06.2019;retail;low
998;Brandon Valentine;Kazakhstan;18.02.2020;retail;medium
999;Emily Solis;Czech Republic;11.11.2023;retail;high
1000;Colleen Rodriguez;Belarus;01.08.2022;business;low
